audio_path,diary_label,model_label,start,end,score,verified
./split_diary/MYNBYT/T1/chunk_5/1.1 4.5 SPEAKER_01.wav,SPEAKER_01,KieuGiang,1.1,4.5,0.4650745987892151,True
./split_diary/MYNBYT/T1/chunk_5/8.0 9.3 SPEAKER_01.wav,SPEAKER_01,KieuGiang,8.0,9.3,0.3276526927947998,True
./split_diary/MYNBYT/T1/chunk_5/17.0 18.4 SPEAKER_03.wav,SPEAKER_03,DucAnh,17.0,18.4,0.2542794346809387,True
./split_diary/MYNBYT/T1/chunk_5/21.1 22.2 SPEAKER_03.wav,SPEAKER_03,DucAnh,21.1,22.2,0.22396521270275116,False
./split_diary/MYNBYT/T1/chunk_5/25.9 27.1 SPEAKER_01.wav,SPEAKER_01,KieuGiang,25.9,27.1,0.409146785736084,True
./split_diary/MYNBYT/T1/chunk_5/28.6 30.1 SPEAKER_01.wav,SPEAKER_01,NgocQuan,28.6,30.1,0.16109560430049896,False
./split_diary/MYNBYT/T1/chunk_5/31.3 32.5 SPEAKER_01.wav,SPEAKER_01,KieuGiang,31.3,32.5,0.41137605905532837,True
./split_diary/MYNBYT/T1/chunk_5/32.6 34.4 SPEAKER_01.wav,SPEAKER_01,KieuGiang,32.6,34.4,0.40335264801979065,True
./split_diary/MYNBYT/T1/chunk_5/35.0 36.3 SPEAKER_01.wav,SPEAKER_01,LeThoa,35.0,36.3,0.29817381501197815,True
./split_diary/MYNBYT/T1/chunk_5/38.0 42.2 SPEAKER_01.wav,SPEAKER_01,KieuGiang,38.0,42.2,0.5650461316108704,True
./split_diary/MYNBYT/T1/chunk_5/43.8 46.4 SPEAKER_01.wav,SPEAKER_01,KieuGiang,43.8,46.4,0.44048941135406494,True
./split_diary/MYNBYT/T1/chunk_5/47.0 50.6 SPEAKER_03.wav,SPEAKER_03,DucAnh,47.0,50.6,0.2602103650569916,True
./split_diary/MYNBYT/T1/chunk_5/53.0 54.5 SPEAKER_01.wav,SPEAKER_01,KieuGiang,53.0,54.5,0.4446466565132141,True
./split_diary/MYNBYT/T1/chunk_5/55.0 56.1 SPEAKER_01.wav,SPEAKER_01,KieuGiang,55.0,56.1,0.2779313921928406,True
./split_diary/MYNBYT/T1/chunk_5/65.7 67.5 SPEAKER_01.wav,SPEAKER_01,KieuGiang,65.7,67.5,0.47556012868881226,True
./split_diary/MYNBYT/T1/chunk_5/68.1 69.8 SPEAKER_01.wav,SPEAKER_01,KieuGiang,68.1,69.8,0.44125834107398987,True
./split_diary/MYNBYT/T1/chunk_5/69.9 72.2 SPEAKER_03.wav,SPEAKER_03,DucAnh,69.9,72.2,0.3185129463672638,True
./split_diary/MYNBYT/T1/chunk_5/72.6 73.7 SPEAKER_01.wav,SPEAKER_01,BichNgoc,72.6,73.7,0.16747011244297028,False
./split_diary/MYNBYT/T1/chunk_5/74.1 76.4 SPEAKER_01.wav,SPEAKER_01,KieuGiang,74.1,76.4,0.3279644846916199,True
./split_diary/MYNBYT/T1/chunk_5/84.5 85.9 SPEAKER_01.wav,SPEAKER_01,KieuGiang,84.5,85.9,0.38143759965896606,True
./split_diary/MYNBYT/T1/chunk_5/87.7 90.3 SPEAKER_01.wav,SPEAKER_01,KieuGiang,87.7,90.3,0.36828771233558655,True
./split_diary/MYNBYT/T1/chunk_5/94.2 97.0 SPEAKER_01.wav,SPEAKER_01,KieuGiang,94.2,97.0,0.4466339945793152,True
./split_diary/MYNBYT/T1/chunk_5/97.5 98.5 SPEAKER_01.wav,SPEAKER_01,KieuGiang,97.5,98.5,0.36982885003089905,True
./split_diary/MYNBYT/T1/chunk_5/99.0 101.5 SPEAKER_01.wav,SPEAKER_01,KieuGiang,99.0,101.5,0.45598524808883667,True
./split_diary/MYNBYT/T1/chunk_5/101.7 103.2 SPEAKER_01.wav,SPEAKER_01,KieuGiang,101.7,103.2,0.41099217534065247,True
./split_diary/MYNBYT/T1/chunk_5/105.0 107.9 SPEAKER_01.wav,SPEAKER_01,KieuGiang,105.0,107.9,0.4711803197860718,True
./split_diary/MYNBYT/T1/chunk_5/108.5 110.8 SPEAKER_03.wav,SPEAKER_03,DucAnh,108.5,110.8,0.2846841514110565,True
./split_diary/MYNBYT/T1/chunk_5/112.0 114.1 SPEAKER_01.wav,SPEAKER_01,KieuGiang,112.0,114.1,0.44410765171051025,True
./split_diary/MYNBYT/T1/chunk_5/115.4 116.9 SPEAKER_01.wav,SPEAKER_01,KieuGiang,115.4,116.9,0.3154221773147583,True
./split_diary/MYNBYT/T1/chunk_5/118.7 120.2 SPEAKER_01.wav,SPEAKER_01,KieuGiang,118.7,120.2,0.4145991802215576,True
./split_diary/MYNBYT/T1/chunk_5/122.1 125.0 SPEAKER_01.wav,SPEAKER_01,KieuGiang,122.1,125.0,0.5614714622497559,True
./split_diary/MYNBYT/T1/chunk_5/127.2 128.5 SPEAKER_01.wav,SPEAKER_01,KieuGiang,127.2,128.5,0.4524170160293579,True
./split_diary/MYNBYT/T1/chunk_5/143.9 146.7 SPEAKER_00.wav,SPEAKER_00,NgocQuan,143.9,146.7,0.24703319370746613,False
./split_diary/MYNBYT/T1/chunk_5/147.6 150.4 SPEAKER_00.wav,SPEAKER_00,LeThoa,147.6,150.4,0.2997477054595947,True
./split_diary/MYNBYT/T1/chunk_5/154.7 156.2 SPEAKER_03.wav,SPEAKER_03,DucAnh,154.7,156.2,0.23121099174022675,False
./split_diary/MYNBYT/T1/chunk_5/167.8 171.9 SPEAKER_01.wav,SPEAKER_01,KieuGiang,167.8,171.9,0.4218449592590332,True
./split_diary/MYNBYT/T1/chunk_5/173.1 175.8 SPEAKER_03.wav,SPEAKER_03,DucAnh,173.1,175.8,0.22230668365955353,False
