audio_path,diary_label,model_label,start,end,score,verified
./split_diary/MYNBYT/T1/chunk_2/0.7 1.6 SPEAKER_00.wav,SPEAKER_00,NgocQuan,0.7,1.6,0.2589605748653412,True
./split_diary/MYNBYT/T1/chunk_2/2.0 3.7 SPEAKER_00.wav,SPEAKER_00,NgocQuan,2.0,3.7,0.24503420293331146,False
./split_diary/MYNBYT/T1/chunk_2/4.4 5.6 SPEAKER_00.wav,SPEAKER_00,NgocQuan,4.4,5.6,0.2760304808616638,True
./split_diary/MYNBYT/T1/chunk_2/6.5 8.6 SPEAKER_00.wav,SPEAKER_00,NgocQuan,6.5,8.6,0.24158911406993866,False
./split_diary/MYNBYT/T1/chunk_2/15.0 18.1 SPEAKER_01.wav,SPEAKER_01,KieuGiang,15.0,18.1,0.49655357003211975,True
./split_diary/MYNBYT/T1/chunk_2/18.7 20.4 SPEAKER_01.wav,SPEAKER_01,KieuGiang,18.7,20.4,0.45560675859451294,True
./split_diary/MYNBYT/T1/chunk_2/21.0 24.9 SPEAKER_01.wav,SPEAKER_01,KieuGiang,21.0,24.9,0.542243242263794,True
./split_diary/MYNBYT/T1/chunk_2/24.9 32.2 SPEAKER_00.wav,SPEAKER_00,NgocQuan,24.9,32.2,0.2817011773586273,True
./split_diary/MYNBYT/T1/chunk_2/32.7 37.3 SPEAKER_00.wav,SPEAKER_00,NgocQuan,32.7,37.3,0.3034786581993103,True
./split_diary/MYNBYT/T1/chunk_2/38.3 40.0 SPEAKER_01.wav,SPEAKER_01,KieuGiang,38.3,40.0,0.500567615032196,True
./split_diary/MYNBYT/T1/chunk_2/45.9 47.1 SPEAKER_02.wav,SPEAKER_02,KieuGiang,45.9,47.1,0.4298904836177826,True
./split_diary/MYNBYT/T1/chunk_2/55.7 58.4 SPEAKER_02.wav,SPEAKER_02,KieuGiang,55.7,58.4,0.4796280860900879,True
./split_diary/MYNBYT/T1/chunk_2/59.7 61.3 SPEAKER_02.wav,SPEAKER_02,NgocQuan,59.7,61.3,0.21928834915161133,False
./split_diary/MYNBYT/T1/chunk_2/62.2 64.2 SPEAKER_02.wav,SPEAKER_02,BichNgoc,62.2,64.2,0.3084179759025574,True
./split_diary/MYNBYT/T1/chunk_2/65.2 66.3 SPEAKER_02.wav,SPEAKER_02,KieuGiang,65.2,66.3,0.24035444855690002,False
./split_diary/MYNBYT/T1/chunk_2/77.0 82.5 SPEAKER_02.wav,SPEAKER_02,NgocQuan,77.0,82.5,0.26297324895858765,True
./split_diary/MYNBYT/T1/chunk_2/113.5 114.7 SPEAKER_06.wav,SPEAKER_06,NgocQuan,113.5,114.7,0.09418050944805145,False
./split_diary/MYNBYT/T1/chunk_2/142.1 143.2 SPEAKER_06.wav,SPEAKER_06,KieuGiang,142.1,143.2,0.0898069515824318,False
./split_diary/MYNBYT/T1/chunk_2/155.7 156.9 SPEAKER_05.wav,SPEAKER_05,LeThoa,155.7,156.9,0.3184206187725067,True
./split_diary/MYNBYT/T1/chunk_2/156.9 158.9 SPEAKER_04.wav,SPEAKER_04,LeThoa,156.9,158.9,0.42326968908309937,True
./split_diary/MYNBYT/T1/chunk_2/160.0 161.7 SPEAKER_05.wav,SPEAKER_05,KieuGiang,160.0,161.7,0.4996527433395386,True
./split_diary/MYNBYT/T1/chunk_2/162.5 164.8 SPEAKER_05.wav,SPEAKER_05,LeThoa,162.5,164.8,0.4250224828720093,True
./split_diary/MYNBYT/T1/chunk_2/166.6 168.0 SPEAKER_05.wav,SPEAKER_05,KieuGiang,166.6,168.0,0.47731858491897583,True
./split_diary/MYNBYT/T1/chunk_2/168.7 170.1 SPEAKER_05.wav,SPEAKER_05,KieuGiang,168.7,170.1,0.47897666692733765,True
./split_diary/MYNBYT/T1/chunk_2/171.0 172.5 SPEAKER_05.wav,SPEAKER_05,KieuGiang,171.0,172.5,0.33089473843574524,True
./split_diary/MYNBYT/T1/chunk_2/172.7 173.8 SPEAKER_05.wav,SPEAKER_05,KieuGiang,172.7,173.8,0.25492003560066223,True
./split_diary/MYNBYT/T1/chunk_2/178.6 182.3 SPEAKER_05.wav,SPEAKER_05,KieuGiang,178.6,182.3,0.5665592551231384,True
./split_diary/MYNBYT/T1/chunk_2/186.2 188.7 SPEAKER_03.wav,SPEAKER_03,LeThoa,186.2,188.7,0.4846729040145874,True
./split_diary/MYNBYT/T1/chunk_2/188.9 191.0 SPEAKER_03.wav,SPEAKER_03,LeThoa,188.9,191.0,0.5965793132781982,True
./split_diary/MYNBYT/T1/chunk_2/191.5 194.1 SPEAKER_05.wav,SPEAKER_05,LeThoa,191.5,194.1,0.7140052318572998,True
./split_diary/MYNBYT/T1/chunk_2/195.1 200.8 SPEAKER_05.wav,SPEAKER_05,KieuGiang,195.1,200.8,0.5695117712020874,True
./split_diary/MYNBYT/T1/chunk_2/202.6 204.0 SPEAKER_05.wav,SPEAKER_05,LeThoa,202.6,204.0,0.5396846532821655,True
./split_diary/MYNBYT/T1/chunk_2/204.9 206.5 SPEAKER_05.wav,SPEAKER_05,LeThoa,204.9,206.5,0.7128292322158813,True
./split_diary/MYNBYT/T1/chunk_2/209.3 210.8 SPEAKER_03.wav,SPEAKER_03,KieuGiang,209.3,210.8,0.3593338131904602,True
./split_diary/MYNBYT/T1/chunk_2/213.1 215.8 SPEAKER_03.wav,SPEAKER_03,LeThoa,213.1,215.8,0.38506239652633667,True
./split_diary/MYNBYT/T1/chunk_2/215.9 219.5 SPEAKER_03.wav,SPEAKER_03,LeThoa,215.9,219.5,0.5549029111862183,True
./split_diary/MYNBYT/T1/chunk_2/221.4 229.9 SPEAKER_04.wav,SPEAKER_04,LeThoa,221.4,229.9,0.5212224125862122,True
./split_diary/MYNBYT/T1/chunk_2/231.9 239.7 SPEAKER_04.wav,SPEAKER_04,NgocQuan,231.9,239.7,0.30213358998298645,True
./split_diary/MYNBYT/T1/chunk_2/241.5 242.6 SPEAKER_05.wav,SPEAKER_05,KieuGiang,241.5,242.6,0.28423070907592773,True
./split_diary/MYNBYT/T1/chunk_2/243.0 244.7 SPEAKER_05.wav,SPEAKER_05,KieuGiang,243.0,244.7,0.4931569993495941,True
./split_diary/MYNBYT/T1/chunk_2/245.0 247.4 SPEAKER_05.wav,SPEAKER_05,KieuGiang,245.0,247.4,0.5077303647994995,True
./split_diary/MYNBYT/T1/chunk_2/248.0 249.1 SPEAKER_05.wav,SPEAKER_05,LeThoa,248.0,249.1,0.4369514584541321,True
./split_diary/MYNBYT/T1/chunk_2/249.4 251.1 SPEAKER_05.wav,SPEAKER_05,LeThoa,249.4,251.1,0.3285311758518219,True
./split_diary/MYNBYT/T1/chunk_2/251.1 252.4 SPEAKER_02.wav,SPEAKER_02,LeThoa,251.1,252.4,0.2551042437553406,True
./split_diary/MYNBYT/T1/chunk_2/294.9 295.3 SPEAKER_06.wav,SPEAKER_06,LeThoa,294.9,295.3,0.24841362237930298,False
