audio_path,diary_label,model_label,start,end,score,verified
./split_diary/MYNBYT/T1/chunk_1/1.4 1.9 SPEAKER_02.wav,SPEAKER_02,KieuGiang,1.4,1.9,0.15911349654197693,False
./split_diary/MYNBYT/T1/chunk_1/4.5 6.4 SPEAKER_02.wav,SPEAKER_02,NgocQuan,4.5,6.4,0.3395989239215851,True
./split_diary/MYNBYT/T1/chunk_1/7.1 9.4 SPEAKER_02.wav,SPEAKER_02,NgocQuan,7.1,9.4,0.2879945635795593,True
./split_diary/MYNBYT/T1/chunk_1/10.4 11.7 SPEAKER_01.wav,SPEAKER_01,NgocQuan,10.4,11.7,0.3067469000816345,True
./split_diary/MYNBYT/T1/chunk_1/13.0 14.1 SPEAKER_01.wav,SPEAKER_01,NgocQuan,13.0,14.1,0.40204954147338867,True
./split_diary/MYNBYT/T1/chunk_1/14.5 15.6 SPEAKER_04.wav,SPEAKER_04,DucAnh,14.5,15.6,0.17599661648273468,False
./split_diary/MYNBYT/T1/chunk_1/40.9 42.1 SPEAKER_03.wav,SPEAKER_03,LeThoa,40.9,42.1,0.20835182070732117,False
./split_diary/MYNBYT/T1/chunk_1/49.1 51.8 SPEAKER_01.wav,SPEAKER_01,NgocQuan,49.1,51.8,0.24127212166786194,False
./split_diary/MYNBYT/T1/chunk_1/53.1 54.5 SPEAKER_01.wav,SPEAKER_01,NgocQuan,53.1,54.5,0.2551078498363495,True
./split_diary/MYNBYT/T1/chunk_1/60.7 62.7 SPEAKER_04.wav,SPEAKER_04,LeThoa,60.7,62.7,0.295801043510437,True
./split_diary/MYNBYT/T1/chunk_1/73.6 75.8 SPEAKER_03.wav,SPEAKER_03,LeThoa,73.6,75.8,0.19704191386699677,False
./split_diary/MYNBYT/T1/chunk_1/93.5 94.9 SPEAKER_01.wav,SPEAKER_01,NgocQuan,93.5,94.9,0.6613513231277466,True
./split_diary/MYNBYT/T1/chunk_1/96.4 97.4 SPEAKER_04.wav,SPEAKER_04,LeThoa,96.4,97.4,0.15762905776500702,False
./split_diary/MYNBYT/T1/chunk_1/102.4 104.1 SPEAKER_04.wav,SPEAKER_04,LeThoa,102.4,104.1,0.205671489238739,False
./split_diary/MYNBYT/T1/chunk_1/137.6 139.4 SPEAKER_04.wav,SPEAKER_04,DucAnh,137.6,139.4,0.19793353974819183,False
./split_diary/MYNBYT/T1/chunk_1/147.5 155.9 SPEAKER_03.wav,SPEAKER_03,BichNgoc,147.5,155.9,0.18405982851982117,False
./split_diary/MYNBYT/T1/chunk_1/164.2 166.7 SPEAKER_04.wav,SPEAKER_04,LeThoa,164.2,166.7,0.2582654654979706,True
./split_diary/MYNBYT/T1/chunk_1/169.6 170.7 SPEAKER_04.wav,SPEAKER_04,LeThoa,169.6,170.7,0.20661933720111847,False
./split_diary/MYNBYT/T1/chunk_1/177.4 179.4 SPEAKER_04.wav,SPEAKER_04,LeThoa,177.4,179.4,0.1462213695049286,False
./split_diary/MYNBYT/T1/chunk_1/180.8 182.2 SPEAKER_02.wav,SPEAKER_02,DucAnh,180.8,182.2,0.20778052508831024,False
./split_diary/MYNBYT/T1/chunk_1/182.6 184.4 SPEAKER_04.wav,SPEAKER_04,KieuGiang,182.6,184.4,0.31332069635391235,True
./split_diary/MYNBYT/T1/chunk_1/186.3 188.0 SPEAKER_02.wav,SPEAKER_02,DucAnh,186.3,188.0,0.28723758459091187,True
./split_diary/MYNBYT/T1/chunk_1/195.0 196.9 SPEAKER_04.wav,SPEAKER_04,KieuGiang,195.0,196.9,0.15274754166603088,False
./split_diary/MYNBYT/T1/chunk_1/245.9 248.7 SPEAKER_03.wav,SPEAKER_03,NgocQuan,245.9,248.7,0.11184580624103546,False
./split_diary/MYNBYT/T1/chunk_1/269.3 271.5 SPEAKER_00.wav,SPEAKER_00,KieuGiang,269.3,271.5,0.5335586071014404,True
./split_diary/MYNBYT/T1/chunk_1/272.9 279.7 SPEAKER_02.wav,SPEAKER_02,NgocQuan,272.9,279.7,0.23319153487682343,False
./split_diary/MYNBYT/T1/chunk_1/280.1 283.0 SPEAKER_02.wav,SPEAKER_02,DucAnh,280.1,283.0,0.23573635518550873,False
./split_diary/MYNBYT/T1/chunk_1/288.1 289.4 SPEAKER_00.wav,SPEAKER_00,KieuGiang,288.1,289.4,0.5022063255310059,True
./split_diary/MYNBYT/T1/chunk_1/290.3 294.5 SPEAKER_00.wav,SPEAKER_00,KieuGiang,290.3,294.5,0.5563293695449829,True
./split_diary/MYNBYT/T1/chunk_1/295.4 300.0 SPEAKER_00.wav,SPEAKER_00,KieuGiang,295.4,300.0,0.5611526966094971,True
