audio_path,diary_label,model_label,start,end,score,verified
../../data/split_diary/MYNBYT/T2/chunk_0/2.0 3.0 SPEAKER_00.wav,SPEAKER_00,BichNgoc,2.0,3.0,0.10351645946502686,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/3.5 8.7 SPEAKER_00.wav,SPEAKER_00,DucAnh,3.5,8.7,0.06480256468057632,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/10.0 11.5 SPEAKER_00.wav,SPEAKER_00,DucAnh,10.0,11.5,0.022443367168307304,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/21.9 23.0 SPEAKER_00.wav,SPEAKER_00,BichNgoc,21.9,23.0,-0.014913025312125683,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/23.8 25.2 SPEAKER_00.wav,SPEAKER_00,DucAnh,23.8,25.2,0.09109914302825928,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/26.0 27.4 SPEAKER_00.wav,SPEAKER_00,BichNgoc,26.0,27.4,0.03484237566590309,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/30.9 32.4 SPEAKER_00.wav,SPEAKER_00,DucAnh,30.9,32.4,0.06304589658975601,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/41.9 43.7 SPEAKER_00.wav,SPEAKER_00,BichNgoc,41.9,43.7,0.11047423630952835,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/59.4 61.8 SPEAKER_00.wav,SPEAKER_00,BichNgoc,59.4,61.8,0.11921261996030807,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/62.6 63.9 SPEAKER_00.wav,SPEAKER_00,BichNgoc,62.6,63.9,0.07824709266424179,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/65.8 67.3 SPEAKER_00.wav,SPEAKER_00,BichNgoc,65.8,67.3,0.09888427704572678,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/67.6 69.4 SPEAKER_00.wav,SPEAKER_00,BichNgoc,67.6,69.4,0.03528054431080818,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/70.1 71.9 SPEAKER_00.wav,SPEAKER_00,BichNgoc,70.1,71.9,0.06292635202407837,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/80.1 83.7 SPEAKER_00.wav,SPEAKER_00,DucAnh,80.1,83.7,0.05161866545677185,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/84.2 86.5 SPEAKER_00.wav,SPEAKER_00,DucAnh,84.2,86.5,0.04527311399579048,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/88.6 89.8 SPEAKER_00.wav,SPEAKER_00,DucAnh,88.6,89.8,0.05264704301953316,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/90.2 91.7 SPEAKER_00.wav,SPEAKER_00,BichNgoc,90.2,91.7,0.11437049508094788,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/97.6 99.1 SPEAKER_00.wav,SPEAKER_00,BichNgoc,97.6,99.1,0.052515700459480286,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/99.6 100.9 SPEAKER_00.wav,SPEAKER_00,DucAnh,99.6,100.9,0.10326290875673294,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/104.4 107.4 SPEAKER_00.wav,SPEAKER_00,BichNgoc,104.4,107.4,0.06995877623558044,tensor([False])
../../data/split_diary/MYNBYT/T2/chunk_0/108.2 109.0 SPEAKER_00.wav,SPEAKER_00,DucAnh,108.2,109.0,0.11259162425994873,tensor([False])
