audio_path,diary_label,model_label,start,end,score,verified
../../data/split_diary/MYNBYT/T1/chunk_5/1.1 4.5 SPEAKER_01.wav,SPEAKER_01,BichNgoc,1.1,4.5,0.21108567714691162,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/8.0 9.3 SPEAKER_01.wav,SPEAKER_01,BichNgoc,8.0,9.3,0.11507514119148254,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/17.0 18.4 SPEAKER_03.wav,SPEAKER_03,DucAnh,17.0,18.4,0.2356541007757187,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/21.1 22.2 SPEAKER_03.wav,SPEAKER_03,DucAnh,21.1,22.2,0.21389798820018768,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/25.9 27.1 SPEAKER_01.wav,SPEAKER_01,DucAnh,25.9,27.1,0.13578183948993683,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/28.6 30.1 SPEAKER_01.wav,SPEAKER_01,DucAnh,28.6,30.1,0.15803395211696625,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/31.3 32.5 SPEAKER_01.wav,SPEAKER_01,DucAnh,31.3,32.5,0.1701161116361618,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/32.6 34.4 SPEAKER_01.wav,SPEAKER_01,BichNgoc,32.6,34.4,0.29186391830444336,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_5/35.0 36.3 SPEAKER_01.wav,SPEAKER_01,BichNgoc,35.0,36.3,0.2988295555114746,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_5/38.0 42.2 SPEAKER_01.wav,SPEAKER_01,BichNgoc,38.0,42.2,0.21484775841236115,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/43.8 46.4 SPEAKER_01.wav,SPEAKER_01,BichNgoc,43.8,46.4,0.23068906366825104,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/47.0 50.6 SPEAKER_03.wav,SPEAKER_03,DucAnh,47.0,50.6,0.27230462431907654,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_5/53.0 54.5 SPEAKER_01.wav,SPEAKER_01,DucAnh,53.0,54.5,0.13378088176250458,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/55.0 56.1 SPEAKER_01.wav,SPEAKER_01,DucAnh,55.0,56.1,0.08158357441425323,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/65.7 67.5 SPEAKER_01.wav,SPEAKER_01,BichNgoc,65.7,67.5,0.2260754108428955,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/68.1 69.8 SPEAKER_01.wav,SPEAKER_01,BichNgoc,68.1,69.8,0.23357629776000977,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/69.9 72.2 SPEAKER_03.wav,SPEAKER_03,DucAnh,69.9,72.2,0.32802677154541016,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_5/72.6 73.7 SPEAKER_01.wav,SPEAKER_01,BichNgoc,72.6,73.7,0.160631462931633,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/74.1 76.4 SPEAKER_01.wav,SPEAKER_01,BichNgoc,74.1,76.4,0.23068471252918243,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/84.5 85.9 SPEAKER_01.wav,SPEAKER_01,DucAnh,84.5,85.9,0.1638195514678955,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/87.7 90.3 SPEAKER_01.wav,SPEAKER_01,BichNgoc,87.7,90.3,0.26164525747299194,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_5/94.2 97.0 SPEAKER_01.wav,SPEAKER_01,BichNgoc,94.2,97.0,0.2041936069726944,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/97.5 98.5 SPEAKER_01.wav,SPEAKER_01,DucAnh,97.5,98.5,0.15072916448116302,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/99.0 101.5 SPEAKER_01.wav,SPEAKER_01,BichNgoc,99.0,101.5,0.27272456884384155,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_5/101.7 103.2 SPEAKER_01.wav,SPEAKER_01,BichNgoc,101.7,103.2,0.1333618462085724,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/105.0 107.9 SPEAKER_01.wav,SPEAKER_01,BichNgoc,105.0,107.9,0.22872944176197052,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/108.5 110.8 SPEAKER_03.wav,SPEAKER_03,DucAnh,108.5,110.8,0.3340572118759155,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_5/112.0 114.1 SPEAKER_01.wav,SPEAKER_01,BichNgoc,112.0,114.1,0.21290330588817596,tensor([False])
