audio_path,diary_label,model_label,start,end,score,verified
../../data/split_diary/MYNBYT/T1/chunk_2/0.7 1.6 SPEAKER_00.wav,SPEAKER_00,DucAnh,0.7,1.6,0.1930290013551712,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/2.0 3.7 SPEAKER_00.wav,SPEAKER_00,DucAnh,2.0,3.7,0.24206118285655975,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/4.4 5.6 SPEAKER_00.wav,SPEAKER_00,DucAnh,4.4,5.6,0.22608564794063568,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/6.5 8.6 SPEAKER_00.wav,SPEAKER_00,DucAnh,6.5,8.6,0.2877810001373291,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/15.0 18.1 SPEAKER_01.wav,SPEAKER_01,BichNgoc,15.0,18.1,0.20896689593791962,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/18.7 20.4 SPEAKER_01.wav,SPEAKER_01,DucAnh,18.7,20.4,0.11477138847112656,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/21.0 24.9 SPEAKER_01.wav,SPEAKER_01,BichNgoc,21.0,24.9,0.17774629592895508,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/24.9 32.2 SPEAKER_00.wav,SPEAKER_00,DucAnh,24.9,32.2,0.2928020656108856,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/32.7 37.3 SPEAKER_00.wav,SPEAKER_00,DucAnh,32.7,37.3,0.281005859375,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/38.3 40.0 SPEAKER_01.wav,SPEAKER_01,BichNgoc,38.3,40.0,0.17637448012828827,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/45.9 47.1 SPEAKER_02.wav,SPEAKER_02,BichNgoc,45.9,47.1,0.21748101711273193,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/55.7 58.4 SPEAKER_02.wav,SPEAKER_02,BichNgoc,55.7,58.4,0.2538934051990509,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/59.7 61.3 SPEAKER_02.wav,SPEAKER_02,BichNgoc,59.7,61.3,0.16553844511508942,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/62.2 64.2 SPEAKER_02.wav,SPEAKER_02,BichNgoc,62.2,64.2,0.18818847835063934,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/65.2 66.3 SPEAKER_02.wav,SPEAKER_02,BichNgoc,65.2,66.3,0.16350410878658295,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/77.0 82.5 SPEAKER_02.wav,SPEAKER_02,DucAnh,77.0,82.5,0.22910553216934204,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/113.5 114.7 SPEAKER_06.wav,SPEAKER_06,DucAnh,113.5,114.7,0.023079173639416695,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/142.1 143.2 SPEAKER_06.wav,SPEAKER_06,DucAnh,142.1,143.2,0.004299998749047518,tensor([False])
