audio_path,diary_label,model_label,start,end,score,verified
../../data/split_diary/MYNBYT/T1/chunk_0/1.0 1.9 SPEAKER_00.wav,SPEAKER_00,DucAnh,1.0,1.9,0.06911250948905945,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/20.0 21.9 SPEAKER_00.wav,SPEAKER_00,BichNgoc,20.0,21.9,0.04658779501914978,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/30.7 36.7 SPEAKER_04.wav,SPEAKER_04,BichNgoc,30.7,36.7,0.1256365329027176,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/36.7 42.6 SPEAKER_01.wav,SPEAKER_01,DucAnh,36.7,42.6,0.12857192754745483,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/44.0 46.4 SPEAKER_01.wav,SPEAKER_01,DucAnh,44.0,46.4,0.14844335615634918,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/54.6 55.7 SPEAKER_00.wav,SPEAKER_00,DucAnh,54.6,55.7,0.07353764027357101,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/75.5 77.0 SPEAKER_02.wav,SPEAKER_02,DucAnh,75.5,77.0,0.33374252915382385,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/77.5 80.5 SPEAKER_02.wav,SPEAKER_02,DucAnh,77.5,80.5,0.43087688088417053,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/80.9 84.0 SPEAKER_02.wav,SPEAKER_02,DucAnh,80.9,84.0,0.34600386023521423,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/84.7 86.0 SPEAKER_01.wav,SPEAKER_01,BichNgoc,84.7,86.0,0.3417159616947174,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/86.6 87.8 SPEAKER_02.wav,SPEAKER_02,DucAnh,86.6,87.8,0.48975908756256104,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/88.4 89.9 SPEAKER_02.wav,SPEAKER_02,DucAnh,88.4,89.9,0.3903827965259552,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/95.3 96.4 SPEAKER_04.wav,SPEAKER_04,BichNgoc,95.3,96.4,0.16713665425777435,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/96.9 98.0 SPEAKER_04.wav,SPEAKER_04,BichNgoc,96.9,98.0,0.2544158697128296,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/99.7 101.4 SPEAKER_02.wav,SPEAKER_02,DucAnh,99.7,101.4,0.377086877822876,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/108.5 109.9 SPEAKER_02.wav,SPEAKER_02,DucAnh,108.5,109.9,0.31067827343940735,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/111.5 116.0 SPEAKER_02.wav,SPEAKER_02,DucAnh,111.5,116.0,0.20456932485103607,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/121.0 122.1 SPEAKER_02.wav,SPEAKER_02,DucAnh,121.0,122.1,0.28160932660102844,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/124.2 130.5 SPEAKER_02.wav,SPEAKER_02,DucAnh,124.2,130.5,0.43315795063972473,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/130.7 132.1 SPEAKER_02.wav,SPEAKER_02,DucAnh,130.7,132.1,0.28469225764274597,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/148.9 150.0 SPEAKER_04.wav,SPEAKER_04,BichNgoc,148.9,150.0,0.4783901870250702,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/159.3 163.1 SPEAKER_02.wav,SPEAKER_02,DucAnh,159.3,163.1,0.3434453308582306,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/170.1 171.1 SPEAKER_00.wav,SPEAKER_00,DucAnh,170.1,171.1,0.05700710043311119,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/186.4 188.8 SPEAKER_04.wav,SPEAKER_04,BichNgoc,186.4,188.8,0.5420398116111755,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/190.6 191.8 SPEAKER_04.wav,SPEAKER_04,BichNgoc,190.6,191.8,0.09615495055913925,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/203.2 204.9 SPEAKER_03.wav,SPEAKER_03,DucAnh,203.2,204.9,0.40760985016822815,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/209.4 212.7 SPEAKER_03.wav,SPEAKER_03,DucAnh,209.4,212.7,0.38965293765068054,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/225.5 227.5 SPEAKER_03.wav,SPEAKER_03,DucAnh,225.5,227.5,0.31599488854408264,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/232.4 233.8 SPEAKER_02.wav,SPEAKER_02,DucAnh,232.4,233.8,0.32432135939598083,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/236.2 240.2 SPEAKER_02.wav,SPEAKER_02,DucAnh,236.2,240.2,0.3995664119720459,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/241.9 242.9 SPEAKER_04.wav,SPEAKER_04,BichNgoc,241.9,242.9,0.4144986569881439,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/246.1 248.1 SPEAKER_01.wav,SPEAKER_01,BichNgoc,246.1,248.1,0.4046424925327301,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/249.4 250.6 SPEAKER_02.wav,SPEAKER_02,DucAnh,249.4,250.6,0.29249107837677,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/251.3 253.7 SPEAKER_02.wav,SPEAKER_02,DucAnh,251.3,253.7,0.31957700848579407,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/253.9 255.5 SPEAKER_04.wav,SPEAKER_04,BichNgoc,253.9,255.5,0.33982571959495544,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/270.1 271.8 SPEAKER_02.wav,SPEAKER_02,DucAnh,270.1,271.8,0.26354026794433594,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/272.5 273.6 SPEAKER_04.wav,SPEAKER_04,BichNgoc,272.5,273.6,0.18963627517223358,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/275.9 277.6 SPEAKER_04.wav,SPEAKER_04,BichNgoc,275.9,277.6,0.36102256178855896,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_0/292.2 294.0 SPEAKER_00.wav,SPEAKER_00,DucAnh,292.2,294.0,0.09412318468093872,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_0/298.0 298.9 SPEAKER_00.wav,SPEAKER_00,DucAnh,298.0,298.9,0.05612517520785332,tensor([False])
